date,baseline_cf,full_replacement_cf,ukraine_inflation_yoy
2023-07-01,13.822486976578098,28.318547654624027,11.312744515654671
2023-08-01,11.637270272559132,29.295594434919607,8.560203850084559
2023-09-01,9.882629252850116,26.85131262337483,7.068699577365023
2023-10-01,7.491551666693182,22.01646235579724,5.292926023398992
2023-11-01,6.546172283673215,17.926084648218566,5.08380402533859
2023-12-01,7.116121507864927,20.446731176338915,5.0838040253385675
2024-01-01,7.075843502134218,21.515237850894277,4.6668048030158005
2024-02-01,7.00605384926062,22.402485615145167,4.251047882249082
2024-03-01,6.338981206350484,22.746307926147885,3.223943962226916
2024-04-01,6.222666992841628,21.74973164756624,3.223943962226916
2024-05-01,6.596284579260048,22.816118596130238,3.3266543542291416
2024-06-01,7.870683209463375,23.086378581889573,4.761746775815667
2024-07-01,8.269362986642554,22.220735663558905,5.394111444482563
2024-08-01,9.369056654541716,18.870430200164975,7.531923035648536
2024-09-01,9.5328570209082,15.143085759245904,8.60189241908782
2024-10-01,10.262208165775174,14.243072271362282,9.679292145467656
2024-11-01,11.603946964985422,14.63023547804467,11.207162881822462
2024-12-01,12.274686601720143,14.706494650269798,11.980201749918539
2025-01-01,13.444751391834158,16.824822308174326,12.872474273822277
2025-02-01,13.949986606884952,16.957453836544932,13.435148622146453
2025-03-01,15.075375687020598,17.944588502796815,14.56385656863548
2025-04-01,15.9265381591445,19.80455537404664,15.1355324996167
2025-05-01,16.6649154380709,20.196713036855552,15.936674375856574
2025-06-01,15.51623621364702,20.72315129035643,14.3485007542695
2025-07-01,15.446590509463366,21.217644952117578,14.11980375276094
2025-08-01,14.818544872057128,21.644855231499037,13.2122904028384
2025-09-01,13.988689569510463,22.795104739161317,11.873819974430466
2025-10-01,13.276883925481824,23.145172420570454,10.884758697642782
2025-11-01,12.28552591348718,24.676546546529288,9.252500228099446
2025-12-01,11.425620717964518,25.513332364909825,7.9595712313172085
